1,1,1
2,1,2
3,2,3
4,2,4
5,3,5
6,1,6
7,3,7
8,3,8
9,2,9
10,3,10
11,1,11
12,3,11
13,3,12
14,2,13
15,2,14
16,1,15
17,1,16
18,3,16
19,3,17
20,2,18
21,3,19
22,2,20
23,1,21
24,2,22
25,2,23
26,1,24
27,2,25
28,3,26
29,1,27
